datetime,state,anomaly,scaled_states
2024-07-02 20:00:00,0.0,1,-0.1842389413110964
2024-07-03 00:00:00,0.0,1,-0.1842389413110964
2024-07-03 04:00:00,0.0,1,-0.1842389413110964
2024-07-03 08:00:00,0.0,1,-0.1842389413110964
2024-07-03 12:00:00,3.0,1,0.13526403286131128
2024-07-03 20:00:00,3.0,1,0.13526403286131128
2024-07-04 00:00:00,0.0,1,-0.1842389413110964
2024-07-04 04:00:00,0.0,1,-0.1842389413110964
2024-07-04 08:00:00,0.0,1,-0.1842389413110964
2024-07-04 12:00:00,0.0,1,-0.1842389413110964
2024-07-04 16:00:00,0.0,1,-0.1842389413110964
2024-07-04 20:00:00,0.0,1,-0.1842389413110964
2024-07-05 00:00:00,0.0,1,-0.1842389413110964
2024-07-05 04:00:00,0.0,1,-0.1842389413110964
2024-07-05 08:00:00,0.0,1,-0.1842389413110964
2024-07-05 12:00:00,0.0,1,-0.1842389413110964
2024-07-05 16:00:00,1.0,1,-0.07773794992029384
2024-07-05 20:00:00,0.0,1,-0.1842389413110964
2024-07-06 00:00:00,0.0,1,-0.1842389413110964
2024-07-06 04:00:00,0.0,1,-0.1842389413110964
2024-07-06 08:00:00,0.0,1,-0.1842389413110964
2024-07-06 12:00:00,0.0,1,-0.1842389413110964
2024-07-06 16:00:00,0.0,1,-0.1842389413110964
2024-07-06 20:00:00,0.0,1,-0.1842389413110964
2024-07-07 00:00:00,0.0,1,-0.1842389413110964
2024-07-07 04:00:00,0.0,1,-0.1842389413110964
2024-07-07 08:00:00,0.0,1,-0.1842389413110964
2024-07-07 12:00:00,0.0,1,-0.1842389413110964
2024-07-07 16:00:00,0.0,1,-0.1842389413110964
2024-07-07 20:00:00,0.0,1,-0.1842389413110964
2024-07-08 00:00:00,0.0,1,-0.1842389413110964
2024-07-08 04:00:00,0.0,1,-0.1842389413110964
2024-07-08 08:00:00,0.0,1,-0.1842389413110964
2024-07-08 20:00:00,0.0,1,-0.1842389413110964
2024-07-09 00:00:00,0.0,1,-0.1842389413110964
2024-07-09 04:00:00,0.0,1,-0.1842389413110964
2024-07-09 08:00:00,0.0,1,-0.1842389413110964
2024-07-09 20:00:00,0.0,1,-0.1842389413110964
2024-07-10 00:00:00,0.0,1,-0.1842389413110964
2024-07-10 04:00:00,0.0,1,-0.1842389413110964
2024-07-10 08:00:00,0.0,1,-0.1842389413110964
2024-07-10 16:00:00,0.0,1,-0.1842389413110964
2024-07-10 20:00:00,0.0,1,-0.1842389413110964
2024-07-11 00:00:00,0.0,1,-0.1842389413110964
2024-07-11 04:00:00,0.0,1,-0.1842389413110964
2024-07-11 08:00:00,0.0,1,-0.1842389413110964
2024-07-11 12:00:00,0.0,1,-0.1842389413110964
2024-07-11 16:00:00,0.0,1,-0.1842389413110964
2024-07-11 20:00:00,0.0,1,-0.1842389413110964
2024-07-12 00:00:00,0.0,1,-0.1842389413110964
2024-07-12 04:00:00,0.0,1,-0.1842389413110964
2024-07-12 08:00:00,0.0,1,-0.1842389413110964
2024-07-12 12:00:00,8.0,1,0.667768989815324
2024-07-12 20:00:00,7.0,1,0.5612679984245215
2024-07-13 00:00:00,0.0,1,-0.1842389413110964
2024-07-13 04:00:00,0.0,1,-0.1842389413110964
2024-07-13 08:00:00,0.0,1,-0.1842389413110964
2024-07-13 12:00:00,0.0,1,-0.1842389413110964
2024-07-13 16:00:00,0.0,1,-0.1842389413110964
2024-07-13 20:00:00,0.0,1,-0.1842389413110964
2024-07-14 00:00:00,0.0,1,-0.1842389413110964
2024-07-14 04:00:00,0.0,1,-0.1842389413110964
2024-07-14 08:00:00,0.0,1,-0.1842389413110964
2024-07-14 12:00:00,0.0,1,-0.1842389413110964
2024-07-14 16:00:00,0.0,1,-0.1842389413110964
2024-07-14 20:00:00,0.0,1,-0.1842389413110964
2024-07-15 00:00:00,0.0,1,-0.1842389413110964
2024-07-15 04:00:00,0.0,1,-0.1842389413110964
2024-07-15 08:00:00,0.0,1,-0.1842389413110964
2024-07-15 20:00:00,6.0,1,0.4547670070337189
2024-07-16 00:00:00,0.0,1,-0.1842389413110964
2024-07-16 04:00:00,0.0,1,-0.1842389413110964
2024-07-16 08:00:00,0.0,1,-0.1842389413110964
2024-07-16 12:00:00,8.0,1,0.667768989815324
2024-07-16 20:00:00,0.0,1,-0.1842389413110964
2024-07-17 00:00:00,0.0,1,-0.1842389413110964
2024-07-17 04:00:00,0.0,1,-0.1842389413110964
2024-07-17 08:00:00,0.0,1,-0.1842389413110964
2024-07-17 12:00:00,6.0,1,0.4547670070337189
2024-07-18 00:00:00,0.0,1,-0.1842389413110964
2024-07-18 04:00:00,0.0,1,-0.1842389413110964
2024-07-18 08:00:00,0.0,1,-0.1842389413110964
2024-07-18 20:00:00,7.0,1,0.5612679984245215
