datetime,state,anomaly
2024-08-12 16:00:00,98.0,-1
2024-08-12 20:00:00,40.0,-1
2024-08-13 00:00:00,0.0,1
2024-08-13 04:00:00,0.0,1
2024-08-13 08:00:00,0.0,1
2024-08-13 12:00:00,6.0,1
2024-08-13 16:00:00,0.0,1
2024-08-13 20:00:00,0.0,1
2024-08-14 00:00:00,0.0,1
2024-08-14 04:00:00,0.0,1
2024-08-14 08:00:00,0.0,1
2024-08-14 12:00:00,4.0,1
2024-08-14 16:00:00,0.0,1
2024-08-14 20:00:00,0.0,1
2024-08-15 00:00:00,0.0,1
2024-08-15 04:00:00,0.0,1
2024-08-15 08:00:00,0.0,1
2024-08-15 12:00:00,3.0,-1
2024-08-15 16:00:00,83.0,-1
2024-08-15 20:00:00,96.0,-1
2024-08-16 00:00:00,0.0,1
2024-08-16 04:00:00,0.0,1
2024-08-16 08:00:00,0.0,1
2024-08-16 12:00:00,85.0,-1
2024-08-16 16:00:00,270.0,-1
2024-08-16 20:00:00,135.0,-1
2024-08-17 00:00:00,0.0,1
2024-08-17 04:00:00,0.0,1
2024-08-17 08:00:00,0.0,1
2024-08-17 12:00:00,0.0,1
2024-08-17 16:00:00,0.0,1
2024-08-17 20:00:00,0.0,1
2024-08-18 00:00:00,0.0,1
2024-08-18 04:00:00,0.0,1
2024-08-18 08:00:00,0.0,1
2024-08-18 12:00:00,0.0,1
2024-08-18 16:00:00,0.0,1
2024-08-18 20:00:00,0.0,1
2024-08-19 00:00:00,0.0,1
2024-08-19 04:00:00,0.0,1
2024-08-19 08:00:00,0.0,1
2024-08-19 12:00:00,6.0,1
2024-08-19 16:00:00,0.0,1
2024-08-19 20:00:00,144.0,-1
2024-08-20 00:00:00,0.0,1
2024-08-20 04:00:00,0.0,1
2024-08-20 08:00:00,0.0,1
2024-08-20 12:00:00,5.0,1
2024-08-20 16:00:00,0.0,1
2024-08-20 20:00:00,0.0,1
2024-08-21 00:00:00,0.0,1
2024-08-21 04:00:00,0.0,1
2024-08-21 08:00:00,0.0,1
2024-08-21 12:00:00,4.0,1
2024-08-21 16:00:00,6.0,1
2024-08-21 20:00:00,0.0,1
2024-08-22 00:00:00,0.0,1
2024-08-22 04:00:00,0.0,1
2024-08-22 08:00:00,0.0,1
2024-08-22 12:00:00,4.0,1
2024-08-22 16:00:00,0.0,1
2024-08-22 20:00:00,87.0,-1
2024-08-23 00:00:00,0.0,1
2024-08-23 04:00:00,0.0,1
2024-08-23 08:00:00,0.0,1
2024-08-23 12:00:00,22.0,-1
2024-08-23 16:00:00,0.0,1
2024-08-23 20:00:00,119.0,-1
2024-08-24 00:00:00,0.0,1
2024-08-24 04:00:00,0.0,1
2024-08-24 08:00:00,0.0,1
2024-08-24 12:00:00,0.0,1
2024-08-24 16:00:00,1.0,1
2024-08-24 20:00:00,0.0,1
2024-08-25 00:00:00,0.0,1
2024-08-25 04:00:00,0.0,1
2024-08-25 08:00:00,0.0,1
2024-08-25 12:00:00,0.0,1
2024-08-25 16:00:00,1.0,1
2024-08-25 20:00:00,0.0,1
2024-08-26 00:00:00,0.0,1
2024-08-26 04:00:00,0.0,1
2024-08-26 08:00:00,0.0,1
2024-08-26 12:00:00,8.0,1
2024-08-26 16:00:00,0.0,1
2024-08-26 20:00:00,115.0,-1
2024-08-27 00:00:00,0.0,1
2024-08-27 04:00:00,1.0,1
2024-08-27 08:00:00,0.0,1
2024-08-27 12:00:00,0.0,1
2024-08-27 16:00:00,0.0,1
2024-08-27 20:00:00,0.0,1
2024-08-28 00:00:00,0.0,1
2024-08-28 04:00:00,0.0,1
2024-08-28 08:00:00,0.0,1
2024-08-28 12:00:00,4.0,1
2024-08-28 16:00:00,5.0,1
2024-08-28 20:00:00,17.0,-1
2024-08-29 00:00:00,0.0,1
2024-08-29 04:00:00,0.0,1
2024-08-29 08:00:00,0.0,1
2024-08-29 12:00:00,4.0,1
2024-08-29 16:00:00,0.0,1
2024-08-29 20:00:00,0.0,1
2024-08-30 00:00:00,0.0,1
2024-08-30 04:00:00,0.0,1
2024-08-30 08:00:00,0.0,1
2024-08-30 12:00:00,62.0,-1
2024-08-30 16:00:00,0.0,1
2024-08-30 20:00:00,132.0,-1
2024-08-31 00:00:00,0.0,1
2024-08-31 04:00:00,0.0,1
2024-08-31 08:00:00,0.0,1
2024-08-31 12:00:00,0.0,1
2024-08-31 16:00:00,0.0,1
2024-08-31 20:00:00,0.0,1
2024-09-01 00:00:00,0.0,1
2024-09-01 04:00:00,0.0,1
2024-09-01 08:00:00,0.0,1
2024-09-01 12:00:00,0.0,1
2024-09-01 16:00:00,0.0,1
2024-09-01 20:00:00,0.0,1
2024-09-02 00:00:00,0.0,1
2024-09-02 04:00:00,0.0,1
2024-09-02 08:00:00,0.0,1
2024-09-02 12:00:00,0.0,1
2024-09-02 16:00:00,0.0,1
2024-09-02 20:00:00,0.0,1
2024-09-03 00:00:00,0.0,1
2024-09-03 04:00:00,0.0,1
2024-09-03 08:00:00,0.0,1
2024-09-03 12:00:00,15.0,-1
2024-09-03 16:00:00,124.0,-1
2024-09-03 20:00:00,0.0,1
2024-09-04 00:00:00,0.0,1
2024-09-04 04:00:00,0.0,1
2024-09-04 08:00:00,0.0,1
2024-09-04 12:00:00,6.0,1
2024-09-04 16:00:00,0.0,1
2024-09-04 20:00:00,132.0,-1
2024-09-05 00:00:00,0.0,1
2024-09-05 04:00:00,0.0,1
2024-09-05 08:00:00,0.0,1
2024-09-05 12:00:00,6.0,1
2024-09-05 16:00:00,0.0,1
2024-09-05 20:00:00,0.0,1
2024-09-06 00:00:00,1.0,1
2024-09-06 04:00:00,0.0,1
2024-09-06 08:00:00,0.0,1
2024-09-06 12:00:00,4.0,1
2024-09-06 16:00:00,0.0,1
2024-09-06 20:00:00,264.0,-1
2024-09-07 00:00:00,32.0,1
2024-09-07 04:00:00,30.0,1
2024-09-07 08:00:00,37.0,-1
2024-09-07 12:00:00,7.0,1
2024-09-07 16:00:00,0.0,1
2024-09-07 20:00:00,0.0,1
2024-09-08 00:00:00,0.0,1
2024-09-08 04:00:00,0.0,1
2024-09-08 08:00:00,0.0,1
2024-09-08 12:00:00,0.0,1
2024-09-08 16:00:00,0.0,1
2024-09-08 20:00:00,0.0,1
2024-09-09 00:00:00,0.0,1
2024-09-09 04:00:00,0.0,1
2024-09-09 08:00:00,0.0,1
2024-09-09 12:00:00,0.0,1
2024-09-09 16:00:00,23.0,-1
2024-09-09 20:00:00,31.0,1
2024-09-10 00:00:00,22.0,-1
2024-09-10 04:00:00,33.0,-1
2024-09-10 08:00:00,35.0,-1
2024-09-10 12:00:00,43.0,-1
2024-09-10 16:00:00,33.0,-1
2024-09-10 20:00:00,25.0,1
2024-09-11 00:00:00,28.0,1
2024-09-11 04:00:00,21.0,-1
2024-09-11 08:00:00,26.0,1
2024-09-11 12:00:00,40.0,-1
2024-09-11 16:00:00,27.0,1
2024-09-11 20:00:00,293.0,-1
2024-09-12 00:00:00,59.0,-1
2024-09-12 04:00:00,64.0,-1
2024-09-12 08:00:00,55.0,-1
2024-09-12 12:00:00,60.0,-1
2024-09-12 16:00:00,49.0,-1
2024-09-12 20:00:00,65.0,-1
2024-09-13 00:00:00,24.0,1
2024-09-13 04:00:00,37.0,-1
2024-09-13 08:00:00,29.0,1
2024-09-13 12:00:00,44.0,-1
2024-09-13 16:00:00,27.0,1
2024-09-13 20:00:00,346.0,-1
2024-09-14 00:00:00,29.0,1
2024-09-14 04:00:00,20.0,-1
2024-09-14 08:00:00,28.0,1
2024-09-14 12:00:00,26.0,1
2024-09-14 16:00:00,26.0,1
2024-09-14 20:00:00,27.0,1
2024-09-15 00:00:00,32.0,1
2024-09-15 04:00:00,28.0,1
2024-09-15 08:00:00,25.0,1
2024-09-15 12:00:00,24.0,1
2024-09-15 16:00:00,424.0,-1
2024-09-15 20:00:00,573.0,-1
2024-09-16 00:00:00,0.0,1
2024-09-16 04:00:00,1.0,1
2024-09-16 08:00:00,0.0,1
2024-09-16 12:00:00,85.0,-1
2024-09-16 16:00:00,344.0,-1
2024-09-16 20:00:00,0.0,1
2024-09-17 00:00:00,0.0,1
2024-09-17 04:00:00,0.0,1
2024-09-17 08:00:00,0.0,1
2024-09-17 12:00:00,8.0,1
2024-09-17 16:00:00,0.0,1
2024-09-17 20:00:00,37.0,-1
2024-09-18 00:00:00,0.0,1
2024-09-18 04:00:00,0.0,1
2024-09-18 08:00:00,0.0,1
2024-09-18 12:00:00,8.0,1
2024-09-18 16:00:00,275.0,-1
2024-09-18 20:00:00,0.0,1
2024-09-19 00:00:00,0.0,1
2024-09-19 04:00:00,0.0,1
2024-09-19 08:00:00,0.0,1
2024-09-19 12:00:00,8.0,1
2024-09-19 16:00:00,124.0,-1
2024-09-19 20:00:00,0.0,1
2024-09-20 00:00:00,0.0,1
2024-09-20 04:00:00,0.0,1
2024-09-20 08:00:00,0.0,1
2024-09-20 12:00:00,13.0,-1
2024-09-20 16:00:00,0.0,1
2024-09-20 20:00:00,325.0,-1
2024-09-21 00:00:00,0.0,1
2024-09-21 04:00:00,0.0,1
2024-09-21 08:00:00,0.0,1
2024-09-21 12:00:00,0.0,1
2024-09-21 16:00:00,0.0,1
2024-09-21 20:00:00,0.0,1
2024-09-22 00:00:00,0.0,1
2024-09-22 04:00:00,0.0,1
2024-09-22 08:00:00,0.0,1
2024-09-22 12:00:00,0.0,1
2024-09-22 16:00:00,0.0,1
2024-09-22 20:00:00,0.0,1
2024-09-23 00:00:00,0.0,1
2024-09-23 04:00:00,0.0,1
2024-09-23 08:00:00,0.0,1
2024-09-23 12:00:00,0.0,1
2024-09-23 16:00:00,0.0,1
2024-09-23 20:00:00,0.0,1
2024-09-24 00:00:00,0.0,1
2024-09-24 04:00:00,0.0,1
2024-09-24 08:00:00,0.0,1
2024-09-24 12:00:00,7.0,1
2024-09-24 16:00:00,0.0,1
2024-09-24 20:00:00,35.0,-1
2024-09-25 00:00:00,0.0,1
2024-09-25 04:00:00,0.0,1
2024-09-25 08:00:00,0.0,1
2024-09-25 12:00:00,8.0,1
2024-09-25 16:00:00,0.0,1
2024-09-25 20:00:00,0.0,1
2024-09-26 00:00:00,0.0,1
2024-09-26 04:00:00,0.0,1
2024-09-26 08:00:00,0.0,1
2024-09-26 12:00:00,7.0,1
2024-09-26 16:00:00,0.0,1
2024-09-26 20:00:00,0.0,1
2024-09-27 00:00:00,0.0,1
2024-09-27 04:00:00,0.0,1
2024-09-27 08:00:00,0.0,1
2024-09-27 12:00:00,7.0,1
2024-09-27 16:00:00,1.0,1
2024-09-27 20:00:00,214.0,-1
2024-09-28 00:00:00,0.0,1
2024-09-28 04:00:00,0.0,1
2024-09-28 08:00:00,0.0,1
2024-09-28 12:00:00,0.0,1
2024-09-28 16:00:00,0.0,1
2024-09-28 20:00:00,1.0,1
2024-09-29 00:00:00,0.0,1
2024-09-29 04:00:00,1.0,1
2024-09-29 08:00:00,0.0,1
2024-09-29 12:00:00,0.0,1
2024-09-29 16:00:00,0.0,1
2024-09-29 20:00:00,0.0,1
2024-09-30 00:00:00,0.0,1
2024-09-30 04:00:00,0.0,1
2024-09-30 08:00:00,0.0,1
2024-09-30 12:00:00,9.0,-1
2024-09-30 16:00:00,0.0,1
2024-09-30 20:00:00,0.0,1
2024-10-01 00:00:00,0.0,1
2024-10-01 04:00:00,0.0,1
2024-10-01 08:00:00,0.0,1
2024-10-01 12:00:00,5.0,1
2024-10-01 16:00:00,335.0,-1
